,alcohol,fixedacidity,pH,volatileacidity,freesulfurdioxide,totalsulfurdioxide,residualsugar,type,cat
408,11.3,10.4,3.19,0.34,6.0,16.0,3.7,1,1
409,9.6,12.5,3.05,0.46,26.0,49.0,4.5,1,0
410,9.5,9.0,3.38,0.43,26.0,86.0,2.5,1,1
411,9.5,9.1,3.38,0.45,23.0,78.0,2.4,1,1
412,9.3,7.1,3.27,0.735,15.0,77.0,1.9,1,1
413,11.7,9.9,3.27,0.4,6.0,19.0,6.7,1,2
414,9.5,8.8,3.26,0.52,24.0,122.0,2.7,1,1
415,9.3,8.6,3.32,0.725,31.0,134.0,6.6,1,1
416,11.7,10.6,3.26,0.48,6.0,20.0,2.2,1,1
417,10.5,7.0,3.44,0.58,34.0,124.0,1.9,1,1
418,10.4,11.9,3.24,0.38,7.0,20.0,2.0,1,1
419,9.9,6.8,3.62,0.77,34.0,52.0,1.8,1,1
420,11.8,9.5,3.28,0.56,35.0,67.0,2.4,1,2
421,12.3,6.6,3.52,0.84,32.0,48.0,2.3,1,2
422,10.9,7.7,3.36,0.96,15.0,60.0,2.0,1,1
423,11.0,10.5,3.15,0.24,6.0,24.0,2.1,1,2
424,10.9,7.7,3.36,0.96,15.0,60.0,2.0,1,1
425,12.3,6.6,3.52,0.84,32.0,48.0,2.3,1,2
426,11.4,6.4,3.49,0.67,19.0,48.0,2.1,1,1
427,10.6,9.5,3.26,0.78,6.0,32.0,1.9,1,1
428,9.3,9.1,3.24,0.52,9.0,30.0,1.3,1,1
429,10.4,12.8,3.1,0.84,13.0,35.0,2.4,1,1
430,11.0,10.5,3.15,0.24,6.0,24.0,2.1,1,2
431,9.2,7.8,3.25,0.55,21.0,66.0,2.2,1,1
432,12.8,11.9,3.0,0.37,12.0,24.0,2.3,1,1
433,9.5,12.3,3.16,0.39,6.0,18.0,2.3,1,1
434,9.9,10.4,3.15,0.41,22.0,54.0,3.2,1,1
435,9.5,12.3,3.16,0.39,6.0,18.0,2.3,1,1
436,10.2,8.0,3.26,0.67,38.0,62.0,2.0,1,1
437,11.2,11.1,3.17,0.45,6.0,22.0,3.2,1,1
438,9.9,10.4,3.15,0.41,22.0,54.0,3.2,1,1
439,9.3,7.0,3.08,0.62,7.0,50.0,1.5,1,1
440,9.8,12.6,2.88,0.31,6.0,29.0,2.2,1,2
441,11.3,11.9,3.06,0.4,7.0,27.0,2.15,1,1
442,11.2,15.6,2.95,0.685,6.0,43.0,3.7,1,2
443,11.6,10.0,3.23,0.44,11.0,19.0,2.7,1,2
444,12.5,5.3,3.57,0.57,5.0,27.0,1.7,1,2
445,10.1,9.5,3.23,0.735,6.0,31.0,2.1,1,1
446,10.5,12.5,3.1,0.38,31.0,72.0,2.6,1,1
447,11.2,9.3,3.22,0.48,6.0,16.0,2.1,1,1
448,10.2,8.6,3.2,0.53,7.0,27.0,2.0,1,1
449,10.8,11.9,3.1,0.39,17.0,35.0,2.8,1,1
450,10.8,11.9,3.1,0.39,17.0,35.0,2.8,1,1
451,9.1,8.4,3.06,0.37,9.0,26.0,1.8,1,1
452,10.0,6.8,3.44,0.56,18.0,35.0,1.7,1,1
453,11.2,10.4,3.26,0.33,5.0,22.0,2.8,1,2
454,11.1,7.0,3.5,0.23,21.0,67.0,1.6,1,1
455,13.4,11.3,3.22,0.62,6.0,19.0,5.2,1,2
456,10.3,8.9,3.37,0.59,5.0,22.0,2.3,1,1
457,9.6,9.2,3.28,0.63,29.0,65.0,2.7,1,1
458,11.2,10.4,3.26,0.33,5.0,22.0,2.8,1,2
459,9.0,11.6,3.25,0.58,10.0,47.0,2.2,1,0
460,11.3,9.2,3.35,0.43,14.0,23.0,2.3,1,1
461,9.3,8.3,3.26,0.615,6.0,19.0,2.6,1,1
462,11.8,11.0,3.18,0.26,10.0,25.0,2.55,1,1
463,9.0,8.1,3.08,0.66,25.0,129.0,2.2,1,1
464,9.2,11.5,2.98,0.315,5.0,15.0,2.1,1,1
465,9.7,10.0,3.48,0.29,10.0,26.0,2.9,1,1
466,11.5,10.3,3.16,0.5,21.0,51.0,2.0,1,1
467,14.0,8.8,3.32,0.46,7.0,18.0,2.6,1,1
468,9.2,11.4,3.17,0.36,6.0,21.0,2.1,1,1
469,9.8,8.7,3.2,0.82,36.0,48.0,1.2,1,1
470,10.6,13.0,3.05,0.32,15.0,47.0,2.6,1,1
471,11.4,9.6,3.2,0.54,25.0,52.0,2.4,1,1
472,10.4,12.5,3.15,0.37,25.0,68.0,2.6,1,1
473,10.6,9.9,3.26,0.35,5.0,14.0,2.1,1,1
474,9.4,10.5,3.2,0.28,10.0,24.0,1.7,1,1
475,10.2,9.6,3.14,0.68,5.0,28.0,2.2,1,1
476,9.7,9.3,3.28,0.27,6.0,16.0,2.0,1,1
477,11.0,10.4,3.18,0.24,6.0,20.0,1.8,1,1
478,10.2,9.6,3.14,0.68,5.0,28.0,2.2,1,1
479,10.1,9.4,3.19,0.685,6.0,31.0,2.7,1,1
480,9.2,10.6,3.12,0.28,6.0,23.0,15.5,1,1
481,11.7,9.4,3.15,0.3,6.0,17.0,2.8,1,2
482,9.4,10.6,3.04,0.36,6.0,18.0,2.2,1,1
483,9.4,10.6,3.04,0.36,7.0,18.0,2.2,1,1
484,13.4,10.6,3.06,0.44,6.0,24.0,4.1,1,1
485,10.0,10.2,3.17,0.67,6.0,17.0,1.9,1,1
486,10.0,10.2,3.17,0.67,6.0,17.0,1.9,1,1
487,10.0,10.2,3.17,0.645,5.0,14.0,1.8,1,1
488,10.8,11.6,3.32,0.32,35.0,67.0,2.8,1,2
489,10.2,9.3,3.34,0.39,10.0,26.0,2.6,1,1
490,10.6,9.3,3.31,0.775,24.0,56.0,2.8,1,1
491,13.3,9.2,3.34,0.41,12.0,25.0,2.5,1,2
492,13.4,8.9,3.32,0.4,13.0,27.0,2.6,1,2
493,11.6,8.7,3.48,0.69,23.0,81.0,3.0,1,1
494,12.1,6.5,3.44,0.39,28.0,91.0,8.3,1,1
495,11.0,10.7,3.15,0.35,5.0,16.0,2.6,1,2
496,9.0,7.8,3.43,0.52,14.0,38.0,1.9,1,1
497,11.1,7.2,3.32,0.34,43.0,113.0,2.5,1,1
498,11.0,10.7,3.15,0.35,5.0,16.0,2.6,1,2
499,11.6,8.7,3.48,0.69,23.0,81.0,3.0,1,1
500,9.0,7.8,3.43,0.52,14.0,38.0,1.9,1,1
501,12.0,10.4,3.17,0.44,38.0,76.0,6.55,1,2
502,12.0,10.4,3.17,0.44,38.0,76.0,6.55,1,2
503,10.9,10.5,3.18,0.26,6.0,24.0,1.9,1,2
504,10.8,10.5,3.21,0.24,6.0,22.0,1.8,1,2
505,12.5,10.2,3.16,0.49,10.0,26.0,2.9,1,2
506,10.8,10.4,3.25,0.24,6.0,21.0,1.8,1,2
507,9.5,11.2,3.17,0.67,6.0,13.0,2.3,1,1
508,10.2,10.0,3.18,0.59,26.0,62.0,2.2,1,1
509,11.4,13.3,3.04,0.29,23.0,43.0,2.8,1,2
510,9.5,12.4,3.02,0.42,19.0,43.0,4.6,1,1
511,10.2,10.0,3.18,0.59,26.0,62.0,2.2,1,1
512,9.7,10.7,3.03,0.4,15.0,49.0,2.1,1,1
513,11.8,10.5,3.09,0.51,6.0,15.0,2.4,1,2
514,11.8,10.5,3.09,0.51,6.0,15.0,2.4,1,2
515,9.3,8.5,3.31,0.655,34.0,151.0,6.1,1,1
516,11.9,12.5,3.25,0.6,5.0,14.0,4.3,1,1
517,8.4,10.4,3.16,0.61,5.0,16.0,2.1,1,0
518,11.7,10.9,3.22,0.21,11.0,32.0,2.8,1,1
519,11.0,7.3,3.36,0.365,39.0,106.0,2.5,1,1
520,10.0,9.8,3.42,0.25,15.0,33.0,2.7,1,1
521,9.1,7.6,3.48,0.41,16.0,43.0,2.0,1,1
522,9.8,8.2,3.38,0.39,47.0,133.0,2.3,1,1
523,9.4,9.3,3.22,0.4,38.0,142.0,2.5,1,1
524,9.5,9.2,3.23,0.43,23.0,116.0,2.4,1,1
525,9.9,10.4,3.24,0.64,29.0,53.0,2.8,1,1
526,11.0,7.3,3.36,0.365,39.0,106.0,2.5,1,1
527,11.4,7.0,3.39,0.38,33.0,85.0,2.5,1,1
528,8.7,8.2,3.34,0.42,32.0,55.0,2.6,1,1
529,9.4,9.9,3.09,0.63,6.0,33.0,2.4,1,1
530,10.3,9.1,3.41,0.22,1.0,28.0,2.1,1,1
531,10.3,11.9,3.16,0.38,12.0,42.0,2.7,1,1
532,10.3,11.9,3.16,0.38,12.0,42.0,2.7,1,1
533,12.8,10.3,3.22,0.27,15.0,33.0,2.1,1,1
534,10.0,10.0,3.28,0.48,13.0,32.0,2.7,1,1
535,10.3,9.1,3.41,0.22,1.0,28.0,2.1,1,1
536,9.4,9.9,3.09,0.63,6.0,33.0,2.4,1,1
537,10.7,8.1,3.37,0.825,5.0,13.0,2.1,1,1
538,12.0,12.9,3.2,0.35,5.0,35.0,5.8,1,2
539,11.2,11.2,3.22,0.5,5.0,17.0,5.15,1,1
540,9.6,9.2,3.26,0.59,20.0,47.0,3.3,1,1
541,11.0,9.5,3.21,0.46,5.0,17.0,6.3,1,1
542,9.9,9.3,3.12,0.715,5.0,20.0,2.1,1,1
543,11.0,11.2,3.06,0.66,16.0,53.0,2.5,1,1
544,8.4,14.3,2.86,0.31,6.0,15.0,1.8,1,1
545,9.1,9.1,3.08,0.47,38.0,106.0,2.6,1,1
546,9.5,7.5,3.45,0.55,10.0,28.0,2.0,1,1
547,10.7,10.6,3.26,0.31,6.0,21.0,2.5,1,1
548,10.4,12.4,3.12,0.35,27.0,69.0,2.6,1,1
549,9.4,9.0,3.27,0.53,6.0,25.0,1.9,1,1
550,9.5,6.8,3.33,0.51,9.0,25.0,2.1,1,1
551,10.0,9.4,3.19,0.43,14.0,45.0,2.8,1,1
552,10.0,9.5,3.12,0.46,14.0,44.0,2.7,1,1
553,11.5,5.0,3.74,1.04,32.0,96.0,1.6,1,1
554,11.1,15.5,2.92,0.645,10.0,23.0,4.2,1,1
555,11.1,15.5,2.92,0.645,10.0,23.0,4.2,1,1
556,11.7,10.9,3.07,0.53,10.0,17.0,4.6,1,1
557,11.1,15.6,2.92,0.645,10.0,23.0,4.2,1,1
558,11.7,10.9,3.07,0.53,10.0,17.0,4.6,1,1
559,12.7,13.0,3.3,0.47,6.0,47.0,4.3,1,1
560,11.4,12.7,3.14,0.6,5.0,19.0,2.8,1,1
561,9.2,9.0,3.23,0.44,26.0,121.0,2.4,1,1
562,9.2,9.0,3.08,0.54,41.0,110.0,2.9,1,1
563,10.1,7.6,3.31,0.29,25.0,60.0,2.7,1,1
564,12.7,13.0,3.3,0.47,6.0,47.0,4.3,1,1
565,11.4,12.7,3.14,0.6,5.0,19.0,2.8,1,1
566,9.0,8.7,3.32,0.7,5.0,15.0,2.5,1,1
567,9.0,8.7,3.32,0.7,5.0,15.0,2.5,1,1
568,10.7,9.8,3.31,0.5,5.0,20.0,2.6,1,1
569,11.7,6.2,3.57,0.36,19.0,42.0,2.2,1,1
570,11.0,11.5,3.32,0.35,10.0,37.0,3.3,1,1
571,11.7,6.2,3.57,0.36,19.0,42.0,2.2,1,1
572,10.4,10.2,3.14,0.24,10.0,28.0,2.4,1,1
573,9.6,10.5,3.3,0.59,14.0,47.0,2.1,1,0
574,10.0,10.6,3.19,0.34,20.0,78.0,3.2,1,1
575,10.2,12.3,3.2,0.27,28.0,46.0,3.1,1,1
576,10.0,9.9,3.34,0.5,6.0,14.0,2.3,1,0
577,9.5,8.8,3.3,0.44,18.0,111.0,2.8,1,1
578,9.8,8.8,3.29,0.47,17.0,110.0,2.9,1,1
579,9.8,10.6,3.14,0.31,18.0,40.0,2.2,1,1
580,9.6,12.3,3.19,0.5,5.0,14.0,2.2,1,1
581,9.6,12.3,3.19,0.5,5.0,14.0,2.2,1,1
582,9.2,11.7,3.19,0.49,5.0,15.0,2.2,1,1
583,9.9,12.0,2.98,0.28,10.0,21.0,1.9,1,2
584,10.7,11.8,3.3,0.33,54.0,80.0,3.4,1,2
585,9.6,7.6,3.47,0.51,8.0,38.0,2.4,1,1
586,10.6,11.1,3.12,0.31,16.0,47.0,2.7,1,2
587,9.3,7.3,3.26,0.73,18.0,102.0,1.9,1,1
588,14.0,5.0,3.72,0.42,19.0,50.0,2.0,1,2
589,10.5,10.2,3.05,0.29,5.0,13.0,2.6,1,2
590,9.7,9.0,3.35,0.45,21.0,75.0,2.6,1,1
591,11.5,6.6,3.12,0.39,23.0,149.0,1.7,1,1
592,9.7,9.0,3.35,0.45,21.0,75.0,2.6,1,1
593,9.0,9.9,3.29,0.49,9.0,43.0,3.5,1,1
594,9.5,7.9,3.4,0.72,20.0,38.0,2.6,1,1
595,9.3,8.9,3.27,0.595,30.0,109.0,7.9,1,1
596,9.3,12.4,3.04,0.4,6.0,24.0,2.0,1,1
597,10.0,11.9,3.09,0.58,5.0,18.0,1.9,1,1
598,9.8,8.5,3.2,0.585,5.0,30.0,2.1,1,1
599,9.3,12.7,3.0,0.59,11.0,22.0,2.3,1,1
600,10.0,8.2,3.26,0.915,7.0,23.0,2.1,1,0
601,9.0,13.2,3.1,0.46,12.0,35.0,2.2,1,1
602,9.3,7.7,3.3,0.835,6.0,14.0,2.6,1,1
603,9.0,13.2,3.1,0.46,12.0,35.0,2.2,1,1
604,9.1,8.3,3.17,0.58,14.0,63.0,2.9,1,1
605,9.2,8.3,3.31,0.6,6.0,24.0,2.6,1,1
606,12.2,9.4,3.34,0.41,10.0,20.0,4.6,1,2
607,10.5,8.8,3.31,0.48,26.0,52.0,3.3,1,1
608,10.4,10.1,3.32,0.65,11.0,65.0,5.1,1,1
609,12.7,6.3,3.56,0.36,15.0,39.0,3.2,1,1
610,9.2,8.8,3.39,0.24,25.0,57.0,2.5,1,1
611,9.4,13.2,2.98,0.38,5.0,16.0,2.7,1,1
612,10.0,7.5,3.32,0.64,18.0,29.0,2.4,1,1
613,9.8,8.2,3.26,0.39,10.0,29.0,1.5,1,1
614,10.2,9.2,2.87,0.755,10.0,103.0,2.2,1,1
615,9.7,9.6,3.5,0.6,28.0,71.0,2.3,1,1
616,9.7,9.6,3.5,0.6,28.0,71.0,2.3,1,1
617,9.8,11.5,3.03,0.31,14.0,28.0,2.2,1,1
618,10.2,11.4,3.13,0.46,4.0,17.0,2.7,1,1
619,9.3,11.3,3.09,0.37,6.0,16.0,2.3,1,1
620,9.4,8.3,3.27,0.54,16.0,112.0,3.4,1,1
621,9.4,8.2,3.28,0.56,14.0,104.0,3.4,1,1
622,9.5,10.0,3.13,0.58,9.0,32.0,1.9,1,1
623,12.1,7.9,3.49,0.51,21.0,45.0,2.9,1,1
624,10.2,6.8,3.46,0.69,21.0,58.0,5.6,1,1
625,10.2,6.8,3.46,0.69,21.0,58.0,5.6,1,1
626,9.1,8.8,3.36,0.6,5.0,15.0,2.2,1,1
627,9.1,8.8,3.36,0.6,5.0,15.0,2.2,1,1
628,9.3,8.7,3.27,0.54,7.0,31.0,2.5,1,1
629,9.3,7.6,3.21,0.685,20.0,84.0,2.3,1,1
630,9.3,8.7,3.27,0.54,7.0,31.0,2.5,1,1
631,9.5,10.4,3.25,0.28,5.0,19.0,2.7,1,1
632,10.5,7.6,3.32,0.41,21.0,43.0,3.0,1,1
633,11.3,10.1,3.43,0.935,11.0,86.0,3.4,1,0
634,9.5,7.9,3.27,0.35,46.0,102.0,1.9,1,1
635,9.7,8.7,3.27,0.84,24.0,33.0,1.4,1,1
636,9.4,9.6,3.24,0.88,30.0,147.0,2.4,1,1
637,9.4,9.5,3.24,0.885,31.0,145.0,2.3,1,1
638,10.2,7.7,3.35,0.915,7.0,23.0,2.2,1,2
639,10.3,8.9,3.18,0.29,25.0,57.0,1.9,1,1
640,9.4,9.9,3.39,0.54,16.0,40.0,2.3,1,1
641,9.5,9.5,3.46,0.59,21.0,68.0,2.3,1,1
642,9.4,9.9,3.39,0.54,16.0,40.0,2.3,1,1
643,9.5,9.5,3.46,0.59,21.0,68.0,2.3,1,1
644,9.4,9.9,3.39,0.54,16.0,40.0,2.3,1,1
645,10.1,7.8,3.37,0.64,5.0,11.0,6.0,1,2
646,10.1,7.3,3.4,0.67,6.0,20.0,3.6,1,1
647,11.0,8.3,3.32,0.845,5.0,14.0,2.2,1,0
648,11.2,8.7,3.33,0.48,10.0,28.0,2.8,1,2
649,11.3,6.7,3.16,0.42,24.0,148.0,8.6,1,1
650,9.6,10.7,2.89,0.43,8.0,32.0,2.2,1,1
651,11.2,9.8,3.41,0.88,35.0,155.0,2.5,1,1
652,14.9,15.9,2.98,0.36,22.0,71.0,7.5,1,1
653,12.0,9.4,3.12,0.33,9.0,30.0,2.8,1,1
654,9.5,8.6,3.08,0.47,7.0,29.0,2.4,1,1
655,9.4,9.7,3.14,0.55,20.0,53.0,2.9,1,1
656,9.6,10.7,2.89,0.43,8.0,32.0,2.2,1,1
657,10.5,12.0,2.92,0.5,23.0,42.0,1.4,1,2
658,9.6,7.2,3.32,0.52,5.0,20.0,1.4,1,1
659,11.0,7.1,3.41,0.84,5.0,13.0,4.4,1,0
660,9.6,7.2,3.32,0.52,5.0,20.0,1.4,1,1
661,9.0,7.5,3.31,0.42,15.0,42.0,1.6,1,1
662,9.6,7.2,3.36,0.57,9.0,27.0,1.6,1,1
663,10.2,10.1,3.04,0.28,5.0,13.0,1.8,1,1
664,10.2,12.1,3.03,0.4,15.0,54.0,2.0,1,1
665,9.7,9.4,3.14,0.59,25.0,48.0,2.0,1,1
666,9.5,8.3,3.18,0.49,6.0,16.0,1.8,1,1
667,9.2,11.3,2.94,0.34,6.0,15.0,2.0,1,1
668,11.0,10.0,3.15,0.73,15.0,31.0,2.3,1,1
669,9.2,11.3,2.94,0.34,6.0,15.0,2.0,1,1
670,10.0,6.9,3.26,0.4,30.0,45.0,2.5,1,1
671,9.5,8.2,3.2,0.73,5.0,13.0,1.7,1,1
672,9.5,9.8,3.15,1.24,32.0,151.0,2.0,1,1
673,9.5,8.2,3.2,0.73,5.0,13.0,1.7,1,1
674,9.3,10.8,3.08,0.4,7.0,17.0,2.2,1,1
675,10.2,9.3,3.26,0.41,12.0,31.0,2.2,1,1
676,9.3,10.8,3.08,0.4,7.0,17.0,2.2,1,1
677,9.9,8.6,3.4,0.8,12.0,31.0,2.3,1,1
678,10.0,8.3,3.48,0.78,45.0,87.0,2.6,1,1
679,9.6,10.8,3.13,0.26,20.0,49.0,3.3,1,1
680,9.0,13.3,3.06,0.43,15.0,40.0,1.9,1,1
681,10.2,8.0,3.21,0.45,16.0,29.0,2.2,1,1
682,9.8,8.5,3.33,0.46,32.0,58.0,2.25,1,1
683,11.3,8.1,3.37,0.78,5.0,15.0,2.6,1,1
684,9.4,9.8,3.25,0.98,35.0,152.0,2.3,1,1
685,11.3,8.1,3.37,0.78,5.0,15.0,2.6,1,1
686,9.1,7.1,3.44,0.65,13.0,40.0,1.8,1,1
687,9.7,9.1,3.28,0.64,13.0,38.0,3.1,1,1
688,9.4,7.7,3.4,0.66,4.0,9.0,1.6,1,1
689,9.4,8.1,3.3,0.38,5.0,17.0,1.8,1,1
690,10.7,7.4,3.63,1.185,5.0,14.0,4.25,1,0
691,9.8,9.2,3.48,0.92,12.0,93.0,2.6,1,1
692,9.0,8.6,3.03,0.49,16.0,62.0,2.0,1,1
693,9.4,9.0,3.32,0.48,21.0,122.0,2.8,1,1
694,9.4,9.0,3.31,0.47,24.0,125.0,2.7,1,1
695,12.8,5.1,3.9,0.47,18.0,44.0,1.3,1,1
696,9.5,7.0,3.47,0.65,8.0,25.0,2.1,1,1
697,9.5,7.0,3.47,0.65,8.0,25.0,2.1,1,1
698,9.7,9.4,3.31,0.615,18.0,72.0,3.2,1,1
699,10.8,11.8,3.11,0.38,5.0,19.0,2.1,1,1
700,10.1,10.6,3.08,1.02,26.0,88.0,2.9,1,1
701,9.5,7.0,3.47,0.65,8.0,25.0,2.1,1,1
702,9.4,7.0,3.47,0.64,9.0,23.0,2.1,1,1
703,9.6,7.5,3.32,0.38,22.0,84.0,2.6,1,0
704,9.7,9.1,3.29,0.765,4.0,14.0,1.6,1,0
705,9.9,8.4,3.37,1.035,11.0,54.0,6.0,1,1
706,10.0,7.0,3.4,0.78,10.0,19.0,2.0,1,1
707,10.5,7.4,3.37,0.49,16.0,37.0,3.0,1,1
708,11.6,7.8,3.34,0.545,11.0,35.0,2.5,1,1
709,10.0,9.7,3.27,0.31,13.0,33.0,1.6,1,1
710,10.1,10.6,3.06,1.025,21.0,84.0,2.8,1,1
711,9.5,8.9,3.38,0.565,16.0,112.0,3.0,1,1
712,9.4,8.7,3.36,0.69,13.0,33.0,3.2,1,1
713,9.4,8.0,3.34,0.43,10.0,48.0,2.3,1,1
714,9.8,9.9,3.28,0.74,21.0,77.0,2.6,1,1
715,9.2,7.2,3.29,0.49,13.0,34.0,2.7,1,1
716,9.4,8.0,3.34,0.43,10.0,48.0,2.3,1,1
717,10.0,7.6,3.21,0.46,12.0,49.0,2.6,1,1
718,9.6,8.4,3.22,0.56,10.0,22.0,2.0,1,1
719,9.5,7.1,3.46,0.66,17.0,45.0,3.9,1,1
720,9.6,8.4,3.22,0.56,10.0,22.0,2.0,1,1
721,9.2,8.9,3.1,0.48,35.0,106.0,2.85,1,1
722,10.0,7.6,3.21,0.42,15.0,48.0,2.7,1,1
723,9.5,7.1,2.94,0.31,36.0,127.0,2.2,1,1
724,11.2,7.5,3.54,1.115,5.0,12.0,3.1,1,0
725,10.4,9.0,3.29,0.66,5.0,13.0,3.0,1,1
726,11.1,8.1,3.43,0.72,18.0,49.0,2.8,1,1
727,9.5,6.4,3.46,0.57,4.0,11.0,1.8,1,1
728,9.5,6.4,3.46,0.57,4.0,11.0,1.8,1,1
729,12.7,6.4,3.61,0.865,27.0,58.0,3.2,1,1
730,9.6,9.5,3.17,0.55,12.0,37.0,2.3,1,1
731,11.5,8.9,3.44,0.875,4.0,14.0,3.45,1,1
732,9.6,7.3,3.39,0.835,10.0,19.0,2.1,1,1
733,9.5,7.0,3.55,0.45,16.0,72.0,2.7,1,1
734,9.3,7.7,3.48,0.56,9.0,39.0,2.0,1,1
735,9.5,7.7,3.26,0.965,11.0,22.0,2.1,1,1
736,9.5,7.7,3.26,0.965,11.0,22.0,2.1,1,1
737,9.3,8.2,3.5,0.59,19.0,58.0,2.5,1,1
738,9.2,9.0,3.1,0.46,28.0,104.0,2.8,1,1
739,9.3,9.0,3.35,0.69,19.0,38.0,2.4,1,1
740,11.5,8.3,3.45,0.76,12.0,16.0,4.2,1,1
741,9.5,9.2,3.21,0.53,28.0,139.0,2.6,1,1
742,9.2,6.5,3.46,0.615,9.0,18.0,1.9,1,1
743,10.0,11.6,3.13,0.41,25.0,101.0,2.8,1,1
744,9.5,11.1,3.13,0.39,21.0,101.0,2.7,1,1
745,9.5,7.3,3.52,0.51,12.0,28.0,2.1,1,1
746,9.0,8.2,3.3,0.34,12.0,57.0,2.5,1,1
747,9.4,8.6,3.3,0.33,16.0,68.0,2.6,1,1
748,9.6,7.2,3.52,0.5,12.0,31.0,2.1,1,1
749,9.5,7.3,3.52,0.51,12.0,28.0,2.1,1,1
750,9.5,8.3,3.29,0.65,17.0,40.0,2.9,1,1
751,9.5,8.3,3.29,0.65,17.0,40.0,2.9,1,1
752,9.4,7.6,3.39,0.54,24.0,66.0,2.5,1,1
753,9.5,8.3,3.29,0.65,17.0,40.0,2.9,1,1
754,9.1,7.8,3.09,0.48,14.0,32.0,1.7,1,1
755,10.7,7.8,3.51,0.91,22.0,47.0,1.9,1,1
756,11.2,6.3,3.6,0.98,15.0,33.0,2.0,1,1
757,9.8,8.1,3.25,0.87,10.0,31.0,2.2,1,1
758,9.8,8.1,3.25,0.87,10.0,31.0,2.2,1,1
759,9.2,8.8,3.19,0.42,33.0,88.0,2.5,1,1
760,9.7,9.0,3.23,0.58,9.0,104.0,2.8,1,1
761,9.6,9.3,3.25,0.655,5.0,35.0,2.0,1,1
762,10.0,8.8,3.31,0.7,8.0,19.0,1.7,1,1
763,9.6,9.3,3.25,0.655,5.0,35.0,2.0,1,1
764,9.5,9.1,3.31,0.68,11.0,44.0,2.8,1,1
765,9.5,9.2,3.31,0.67,12.0,48.0,3.0,1,1
766,9.4,8.8,3.14,0.59,12.0,74.0,2.9,1,1
767,9.5,7.5,3.45,0.6,13.0,98.0,2.7,1,1
768,9.7,7.1,3.55,0.59,24.0,94.0,2.3,1,1
769,9.6,7.9,3.39,0.72,7.0,32.0,1.9,1,1
770,9.7,7.1,3.55,0.59,24.0,94.0,2.3,1,1
771,9.4,9.4,3.28,0.685,23.0,143.0,2.4,1,1
772,9.4,9.5,3.27,0.57,23.0,144.0,2.3,1,1
773,9.5,7.9,3.3,0.4,1.0,44.0,1.8,1,1
774,9.5,7.9,3.31,0.4,2.0,45.0,1.8,1,1
775,10.0,7.2,3.43,1.0,7.0,16.0,3.0,1,1
776,10.3,6.9,3.4,0.765,5.5,48.0,2.4,1,1
777,10.3,6.9,3.4,0.635,6.0,18.0,2.4,1,1
778,10.5,8.3,3.36,0.43,7.0,34.0,3.4,1,1
779,9.8,7.1,3.5,0.52,21.0,92.0,2.6,1,1
780,9.4,7.0,3.31,0.57,12.0,45.0,2.0,1,1
781,9.8,6.5,3.66,0.46,9.0,37.0,2.4,1,1
782,10.0,9.0,3.36,0.82,26.0,96.0,2.4,1,1
783,9.8,6.5,3.66,0.46,9.0,37.0,2.4,1,1
784,9.8,7.1,3.55,0.59,20.0,85.0,2.5,1,1
785,9.5,9.9,3.21,0.35,11.0,61.0,2.3,1,1
786,9.5,9.9,3.21,0.35,11.0,61.0,2.3,1,1
787,10.1,10.0,3.18,0.56,19.0,58.0,2.2,1,1
788,10.1,10.0,3.18,0.56,19.0,58.0,2.2,1,1
789,9.3,8.6,3.09,0.63,21.0,119.0,2.9,1,1
790,9.7,7.4,3.33,0.37,18.0,82.0,2.6,1,1
791,9.6,8.8,3.23,0.64,25.0,130.0,2.9,1,1
792,9.7,7.1,3.48,0.61,17.0,87.0,2.5,1,1
793,10.8,7.7,3.38,0.6,7.0,13.0,2.6,1,1
794,12.5,10.1,3.17,0.27,7.0,26.0,2.3,1,1
795,10.2,10.8,2.99,0.89,7.0,60.0,2.6,1,1
796,9.6,8.7,3.1,0.46,24.0,64.0,2.5,1,1
797,10.8,9.3,3.24,0.37,21.0,42.0,1.6,1,2
798,10.7,9.4,3.29,0.5,5.0,14.0,3.6,1,1
799,10.7,9.4,3.29,0.5,5.0,14.0,3.6,1,1
800,9.4,7.2,3.25,0.61,26.0,108.0,4.0,1,1
801,10.0,8.6,3.23,0.55,8.0,17.0,3.3,1,1
802,12.9,5.1,3.56,0.585,14.0,86.0,1.7,1,2
803,9.6,7.7,3.24,0.56,14.0,46.0,2.5,1,1
804,9.9,8.4,3.26,0.52,4.0,18.0,2.7,1,1
805,12.8,8.2,3.33,0.28,4.0,10.0,2.4,1,2
806,12.5,8.4,3.27,0.25,4.0,10.0,2.0,1,2
807,12.8,8.2,3.33,0.28,4.0,10.0,2.4,1,2
808,9.2,7.4,3.26,0.53,4.0,12.0,1.9,1,1
809,10.3,7.6,3.22,0.48,4.0,15.0,2.8,1,1
810,10.5,7.3,3.3,0.49,4.0,14.0,2.6,1,1
811,10.9,12.9,3.09,0.5,7.0,24.0,2.8,1,1
812,10.8,10.8,3.24,0.45,20.0,38.0,2.5,1,1
813,11.4,6.9,3.44,0.39,4.0,7.0,2.1,1,0
814,11.3,12.6,3.21,0.41,19.0,41.0,2.8,1,1
815,10.8,10.8,3.24,0.45,20.0,38.0,2.5,1,1
816,10.5,9.8,3.23,0.51,8.0,30.0,3.2,1,1
817,11.9,10.8,3.28,0.29,19.0,27.0,1.6,1,1
